,ano,casa,visitante,gols_casa,gols_visitante,torneio,cidade,pais,neutro,vencedor,vencedor_m,total_gols
4483,1959,Trinidad and Tobago,Barbados,2,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,2
4484,1959,Barbados,Jamaica,1,3,Friendly,Port of Spain,Trinidad and Tobago,True,Jamaica,visitante,4
4485,1959,Trinidad and Tobago,Guyana,2,1,Friendly,San Fernando,Trinidad and Tobago,False,Trinidad and Tobago,casa,3
4486,1959,Argentina,Chile,6,1,Copa América,Buenos Aires,Argentina,False,Argentina,casa,7
4487,1959,Bolivia,Uruguay,0,7,Copa América,Buenos Aires,Argentina,True,Uruguay,visitante,7
4488,1959,Costa Rica,Mexico,1,2,Friendly,San José,Costa Rica,False,Mexico,visitante,3
4490,1959,Barbados,Guyana,2,1,Friendly,Port of Spain,Trinidad and Tobago,True,Barbados,casa,3
4492,1959,Trinidad and Tobago,Jamaica,2,1,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,3
4493,1959,Argentina,Bolivia,2,0,Copa América,Buenos Aires,Argentina,False,Argentina,casa,2
4494,1959,Chile,Paraguay,1,2,Copa América,Buenos Aires,Argentina,True,Paraguay,visitante,3
4495,1959,Martinique,Guadeloupe,3,0,Friendly,Fort-de-France,Martinique,False,Martinique,casa,3
4496,1959,Peru,Uruguay,5,3,Copa América,Buenos Aires,Argentina,True,Peru,casa,8
4497,1959,Bolivia,Paraguay,0,5,Copa América,Buenos Aires,Argentina,True,Paraguay,visitante,5
4498,1959,Brazil,Chile,3,0,Copa América,Buenos Aires,Argentina,True,Brazil,casa,3
4499,1959,Argentina,Peru,3,1,Copa América,Buenos Aires,Argentina,False,Argentina,casa,4
4500,1959,Paraguay,Uruguay,1,3,Copa América,Buenos Aires,Argentina,True,Uruguay,visitante,4
4501,1959,Bolivia,Brazil,2,4,Copa América,Buenos Aires,Argentina,True,Brazil,visitante,6
4503,1959,Argentina,Paraguay,3,1,Copa América,Buenos Aires,Argentina,False,Argentina,casa,4
4504,1959,Bolivia,Chile,2,5,Copa América,Buenos Aires,Argentina,True,Chile,visitante,7
4505,1959,Brazil,Uruguay,3,1,Copa América,Buenos Aires,Argentina,True,Brazil,casa,4
4507,1959,Brazil,Paraguay,4,1,Copa América,Buenos Aires,Argentina,True,Brazil,casa,5
4508,1959,Philippines,Hong Kong,0,7,AFC Asian Cup qualification,Manila,Philippines,False,Hong Kong,visitante,7
4509,1959,Argentina,Uruguay,4,1,Copa América,Buenos Aires,Argentina,False,Argentina,casa,5
4510,1959,Philippines,Taiwan,4,7,AFC Asian Cup qualification,Manila,Philippines,False,Taiwan,visitante,11
4511,1959,Chile,Uruguay,1,0,Copa América,Buenos Aires,Argentina,True,Chile,casa,1
4512,1959,Paraguay,Peru,2,1,Copa América,Buenos Aires,Argentina,True,Paraguay,casa,3
4514,1959,Republic of Ireland,Czechoslovakia,2,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Republic of Ireland,casa,2
4515,1959,England,Scotland,1,0,British Home Championship,London,England,False,England,casa,1
4516,1959,Kenya,Réunion,1,0,Friendly,Nairobi,Kenya,False,Kenya,casa,1
4517,1959,Hungary,Yugoslavia,4,0,Friendly,Budapest,Hungary,False,Hungary,casa,4
4519,1959,Northern Ireland,Wales,4,1,British Home Championship,Belfast,Northern Ireland,False,Northern Ireland,casa,5
4520,1959,Switzerland,Yugoslavia,1,5,Central European International Cup,Basel,Switzerland,False,Yugoslavia,visitante,6
4521,1959,Turkey,Romania,2,0,UEFA Euro qualification,Istanbul,Turkey,False,Turkey,casa,2
4522,1959,German DR,Hungary,0,1,Friendly,Dresden,German DR,False,Hungary,visitante,1
4523,1959,Uruguay,Paraguay,1,3,Friendly,Montevideo,Uruguay,False,Paraguay,visitante,4
4525,1959,Scotland,Germany,3,2,Friendly,Glasgow,Scotland,False,Scotland,casa,5
4526,1959,Singapore,Vietnam Republic,1,4,AFC Asian Cup qualification,Kallang,Singapore,False,Vietnam Republic,visitante,5
4527,1959,Czechoslovakia,Republic of Ireland,4,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False,Czechoslovakia,casa,4
4529,1959,Singapore,Malaysia,2,5,AFC Asian Cup qualification,Kallang,Singapore,False,Malaysia,visitante,7
4530,1959,Brazil,England,2,0,Friendly,Rio de Janeiro,Brazil,False,Brazil,casa,2
4531,1959,Bulgaria,Netherlands,3,2,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,5
4532,1959,Malaysia,Vietnam Republic,0,1,AFC Asian Cup qualification,Kallang,Singapore,True,Vietnam Republic,visitante,1
4533,1959,Switzerland,Portugal,4,3,Friendly,Geneva,Switzerland,False,Switzerland,casa,7
4534,1959,Peru,England,4,1,Friendly,Lima,Peru,False,Peru,casa,5
4536,1959,Norway,Austria,0,1,UEFA Euro qualification,Oslo,Norway,False,Austria,visitante,1
4537,1959,Martinique,Guadeloupe,1,2,Friendly,Fort-de-France,Martinique,False,Guadeloupe,visitante,3
4538,1959,Sweden,Portugal,2,0,Friendly,Gothenburg,Sweden,False,Sweden,casa,2
4539,1959,Egypt,Ethiopia,4,0,African Cup of Nations,Cairo,United Arab Republic,True,Egypt,casa,4
4540,1959,Belgium,Austria,0,2,Friendly,Brussels,Belgium,False,Austria,visitante,2
4541,1959,Mexico,England,2,1,Friendly,Mexico City,Mexico,False,Mexico,casa,3
4542,1959,Ethiopia,Sudan,0,1,African Cup of Nations,Cairo,United Arab Republic,True,Sudan,visitante,1
4543,1959,Netherlands,Scotland,1,2,Friendly,Amsterdam,Netherlands,False,Scotland,visitante,3
4544,1959,United States,England,1,8,Friendly,Los Angeles,United States,False,England,visitante,9
4545,1959,Egypt,Sudan,2,1,African Cup of Nations,Cairo,United Arab Republic,True,Egypt,casa,3
4546,1959,Martinique,Suriname,3,1,Friendly,Fort-de-France,Martinique,False,Martinique,casa,4
4547,1959,Martinique,Suriname,3,0,Friendly,Fort-de-France,Martinique,False,Martinique,casa,3
4548,1959,Yugoslavia,Bulgaria,2,0,UEFA Euro qualification,Belgrade,Yugoslavia,False,Yugoslavia,casa,2
4549,1959,Portugal,Scotland,1,0,Friendly,Lisbon,Portugal,False,Portugal,casa,1
4551,1959,Guadeloupe,Suriname,3,1,Friendly,Basse-Terre,Guadeloupe,False,Guadeloupe,casa,4
4552,1959,Austria,Belgium,4,2,Friendly,Vienna,Austria,False,Austria,casa,6
4553,1959,Norway,Luxembourg,1,0,Friendly,Oslo,Norway,False,Norway,casa,1
4554,1959,Denmark,Sweden,0,6,Nordic Championship,Copenhagen,Denmark,False,Sweden,visitante,6
4555,1959,German DR,Portugal,0,2,UEFA Euro qualification,Berlin,German DR,False,Portugal,visitante,2
4556,1959,Poland,Israel,7,2,Friendly,Wrocław,Poland,False,Poland,casa,9
4557,1959,Finland,Norway,2,4,Nordic Championship,Helsinki,Finland,False,Norway,visitante,6
4558,1959,Hungary,Sweden,3,2,Friendly,Budapest,Hungary,False,Hungary,casa,5
4559,1959,Poland,Spain,2,4,UEFA Euro qualification,Chorzów,Poland,False,Spain,visitante,6
4560,1959,Portugal,German DR,3,2,UEFA Euro qualification,Porto,Portugal,False,Portugal,casa,5
4561,1959,Tahiti,New Caledonia,2,4,Friendly,Papeete,French Polynesia,False,New Caledonia,visitante,6
4562,1959,Tahiti,New Caledonia,3,1,Friendly,Papeete,French Polynesia,False,Tahiti,casa,4
4563,1959,Sweden,Finland,3,1,Nordic Championship,Malmö,Sweden,False,Sweden,casa,4
4564,1959,German DR,Czechoslovakia,2,1,Friendly,Leipzig,Germany,True,German DR,casa,3
4565,1959,Hong Kong,Taiwan,1,3,Friendly,Victoria,Hong Kong,False,Taiwan,visitante,4
4566,1959,South Korea,Vietnam Republic,2,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,Vietnam Republic,visitante,5
4567,1959,Poland,Romania,2,3,Friendly,Warsaw,Poland,False,Romania,visitante,5
4568,1959,India,Singapore,2,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,India,casa,2
4569,1959,South Korea,Singapore,4,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,South Korea,casa,5
4570,1959,Malaysia,Vietnam Republic,4,3,Merdeka Tournament,Kuala Lumpur,Malaya,False,Malaysia,casa,7
4571,1959,Japan,Singapore,4,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,Japan,casa,5
4574,1959,Finland,German DR,3,2,Friendly,Helsinki,Finland,False,Finland,casa,5
4576,1959,Japan,South Korea,1,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,South Korea,visitante,4
4577,1959,Russia,Czechoslovakia,3,1,Friendly,Moscow,Soviet Union,False,Russia,casa,4
4578,1959,Malaysia,South Korea,2,4,Friendly,Kuala Lumpur,Malaya,False,South Korea,visitante,6
4580,1959,Hong Kong,South Korea,2,3,Friendly,George Town,Malaya,True,South Korea,visitante,5
4581,1959,India,Vietnam Republic,1,5,Friendly,Kallang,Singapore,True,Vietnam Republic,visitante,6
4582,1959,Singapore,India,2,3,Friendly,Kallang,Singapore,False,India,visitante,5
4583,1959,Singapore,South Korea,0,4,Friendly,Kallang,Singapore,False,South Korea,visitante,4
4584,1959,Brazil,Chile,7,0,Copa Bernardo O'Higgins,Rio de Janeiro,Brazil,False,Brazil,casa,7
4585,1959,Brazil,Chile,1,0,Copa Bernardo O'Higgins,Rio de Janeiro,Brazil,False,Brazil,casa,1
4586,1959,Suriname,Martinique,1,0,Friendly,Paramaribo,Suriname,False,Suriname,casa,1
4587,1959,Austria,Norway,5,2,UEFA Euro qualification,Vienna,Austria,False,Austria,casa,7
4589,1959,Suriname,Martinique,4,1,Friendly,Paramaribo,Suriname,False,Suriname,casa,5
4590,1959,Hungary,Russia,0,1,UEFA Euro qualification,Budapest,Hungary,False,Russia,visitante,1
4591,1959,China PR,Russia,0,1,Friendly,Beijing,China PR,False,Russia,visitante,1
4592,1959,Northern Ireland,Scotland,0,4,British Home Championship,Belfast,Northern Ireland,False,Scotland,visitante,4
4594,1959,Denmark,Finland,4,0,Nordic Championship,Copenhagen,Denmark,False,Denmark,casa,4
4596,1959,Netherlands,Belgium,9,1,Friendly,Rotterdam,Netherlands,False,Netherlands,casa,10
4597,1959,Switzerland,Germany,0,4,Friendly,Berne,Switzerland,False,Germany,visitante,4
4599,1959,Kenya,Zanzibar,5,0,Friendly,Dar es Salaam,Tanganyika,True,Kenya,casa,5
4600,1959,Zanzibar,Uganda,1,0,Friendly,Dar es Salaam,Tanganyika,True,Zanzibar,casa,1
4601,1959,Tanzania,Kenya,0,2,Friendly,Dar es Salaam,Tanganyika,False,Kenya,visitante,2
4602,1959,Bulgaria,France,1,0,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,1
4603,1959,Yugoslavia,Hungary,2,4,Friendly,Belgrade,Yugoslavia,False,Hungary,visitante,6
4604,1959,Spain,Poland,3,0,UEFA Euro qualification,Madrid,Spain,False,Spain,casa,3
4606,1959,Czechoslovakia,Denmark,5,1,UEFA Euro qualification,Brno,Czechoslovakia,False,Czechoslovakia,casa,6
4607,1959,Sweden,Norway,6,2,Nordic Championship,Gothenburg,Sweden,False,Sweden,casa,8
4608,1959,Germany,Netherlands,7,0,Friendly,Cologne,Germany,False,Germany,casa,7
4609,1959,North Korea,North Vietnam,5,0,Friendly,Pyongyang,North Korea,False,North Korea,casa,5
4611,1959,Hungary,Switzerland,8,0,Central European International Cup,Budapest,Hungary,False,Hungary,casa,8
4612,1959,North Korea,China PR,1,0,Friendly,Pyongyang,North Korea,False,North Korea,casa,1
4613,1959,China PR,North Vietnam,2,0,Friendly,Pyongyang,North Korea,True,China PR,casa,2
4614,1959,England,Sweden,2,3,Friendly,London,England,False,Sweden,visitante,5
4615,1959,Czechoslovakia,Italy,2,1,Central European International Cup,Prague,Czechoslovakia,False,Czechoslovakia,casa,3
4616,1959,Republic of Ireland,Sweden,3,2,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,casa,5
4617,1959,Netherlands,Norway,7,1,Friendly,Rotterdam,Netherlands,False,Netherlands,casa,8
4618,1959,Benin,Nigeria,0,1,Friendly,Cotonou,Dahomey,False,Nigeria,visitante,1
4619,1959,Hungary,Germany,4,3,Friendly,Budapest,Hungary,False,Hungary,casa,7
4620,1959,France,Portugal,5,3,Friendly,Colombes,France,False,France,casa,8
4621,1959,Chile,Argentina,4,2,Friendly,Santiago,Chile,False,Chile,casa,6
4622,1959,England,Northern Ireland,2,1,British Home Championship,London,England,False,England,casa,3
4623,1959,Ghana,Nigeria,5,2,Friendly,Accra,Ghana,False,Ghana,casa,7
4624,1959,Spain,Austria,6,3,Friendly,Valencia,Spain,False,Spain,casa,9
4625,1959,Nigeria,Benin,10,1,Friendly,Lagos,Nigeria,False,Nigeria,casa,11
4628,1959,Greece,Denmark,1,3,Friendly,Athens,Greece,False,Denmark,visitante,4
4629,1959,Brazil,Paraguay,3,2,Copa América,Guayaquil,Ecuador,True,Brazil,casa,5
4630,1959,Iran,Israel,3,0,AFC Asian Cup qualification,Ernakulam,India,True,Iran,casa,3
4631,1959,Bulgaria,Denmark,2,1,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,3
4632,1959,Ecuador,Uruguay,0,4,Copa América,Guayaquil,Ecuador,False,Uruguay,visitante,4
4633,1959,India,Pakistan,1,0,AFC Asian Cup qualification,Ernakulam,India,False,India,casa,1
4634,1959,India,Israel,1,3,AFC Asian Cup qualification,Ernakulam,India,False,Israel,visitante,4
4635,1959,Argentina,Paraguay,4,2,Copa América,Guayaquil,Ecuador,True,Argentina,casa,6
4636,1959,Israel,Pakistan,2,0,AFC Asian Cup qualification,Ernakulam,India,True,Israel,casa,2
4637,1959,Brazil,Uruguay,0,3,Copa América,Guayaquil,Ecuador,True,Uruguay,visitante,3
4640,1959,El Salvador,Honduras,1,0,Friendly,San Salvador,El Salvador,False,El Salvador,casa,1
4641,1959,France,Austria,5,2,UEFA Euro qualification,Colombes,France,False,France,casa,7
4642,1959,Costa Rica,Honduras,6,1,Friendly,San Salvador,El Salvador,True,Costa Rica,casa,7
4643,1959,Argentina,Uruguay,0,5,Copa América,Guayaquil,Ecuador,True,Uruguay,visitante,5
4644,1959,France,Spain,4,3,Friendly,Paris,France,False,France,casa,7
4646,1959,Ecuador,Brazil,1,3,Copa América,Guayaquil,Ecuador,False,Brazil,visitante,4
4647,1959,Gambia,Cape Verde,3,2,Friendly,Bathurst,Gambia,False,Gambia,casa,5
4649,1959,Argentina,Brazil,4,1,Copa América,Guayaquil,Ecuador,True,Argentina,casa,5
4651,1959,Ecuador,Paraguay,3,1,Copa América,Guayaquil,Ecuador,False,Ecuador,casa,4
4652,1959,Ecuador,Brazil,1,2,Friendly,Guayaquil,Ecuador,False,Brazil,visitante,3
4653,1960,Morocco,Yugoslavia,0,5,Friendly,Casablanca,Morocco,False,Yugoslavia,visitante,5
4654,1960,Tunisia,Yugoslavia,1,5,Friendly,Tunis,Tunisia,False,Yugoslavia,visitante,6
4655,1960,Italy,Switzerland,3,0,Central European International Cup,Naples,Italy,False,Italy,casa,3
4656,1960,Egypt,Yugoslavia,0,1,Friendly,Cairo,United Arab Republic,True,Yugoslavia,visitante,1
4657,1960,Guinea-Bissau,Gambia,3,2,Friendly,Bissau,Guinea-Bissau,False,Guinea-Bissau,casa,5
4658,1960,Guinea-Bissau,Sierra Leone,3,4,Friendly,Kumasi,Ghana,True,Sierra Leone,visitante,7
4659,1960,Ghana,Sierra Leone,6,2,Friendly,Accra,Ghana,False,Ghana,casa,8
4663,1960,Cuba,Curaçao,3,4,CCCF Championship,Havana,Cuba,False,Curaçao,visitante,7
4664,1960,Curaçao,Suriname,1,0,CCCF Championship,Havana,Cuba,True,Curaçao,casa,1
4665,1960,Belgium,France,1,0,Friendly,Brussels,Belgium,False,Belgium,casa,1
4666,1960,Costa Rica,Curaçao,4,0,CCCF Championship,Havana,Cuba,True,Costa Rica,casa,4
4669,1960,Argentina,Mexico,3,2,Pan American Championship,San José,Costa Rica,True,Argentina,casa,5
4670,1960,Costa Rica,Brazil,3,0,Pan American Championship,San José,Costa Rica,False,Costa Rica,casa,3
4671,1960,Argentina,Brazil,2,1,Pan American Championship,San José,Costa Rica,True,Argentina,casa,3
4672,1960,Spain,Italy,3,1,Friendly,Barcelona,Spain,False,Spain,casa,4
4673,1960,Brazil,Mexico,2,1,Pan American Championship,San José,Costa Rica,True,Brazil,casa,3
4674,1960,Costa Rica,Argentina,0,2,Pan American Championship,San José,Costa Rica,False,Argentina,visitante,2
4675,1960,France,Chile,6,0,Friendly,Paris,France,False,France,casa,6
4676,1960,Argentina,Mexico,2,0,Pan American Championship,San José,Costa Rica,True,Argentina,casa,2
4677,1960,Costa Rica,Brazil,0,4,Pan American Championship,San José,Costa Rica,False,Brazil,visitante,4
4678,1960,Argentina,Brazil,0,1,Pan American Championship,San José,Costa Rica,True,Brazil,visitante,1
4679,1960,Germany,Chile,2,1,Friendly,Stuttgart,Germany,False,Germany,casa,3
4680,1960,Austria,France,2,4,UEFA Euro qualification,Vienna,Austria,False,France,visitante,6
4681,1960,Belgium,Switzerland,3,1,Friendly,Brussels,Belgium,False,Belgium,casa,4
4682,1960,Republic of Ireland,Chile,2,0,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,casa,2
4683,1960,Netherlands,Bulgaria,4,2,Friendly,Amsterdam,Netherlands,False,Netherlands,casa,6
4684,1960,Switzerland,Chile,4,2,Friendly,Basel,Switzerland,False,Switzerland,casa,6
4685,1960,Wales,Northern Ireland,3,2,British Home Championship,Wrexham,Wales,False,Wales,casa,5
4688,1960,Cameroon,Djibouti,9,2,Friendly,Antananarivo,Madagascar,True,Cameroon,casa,11
4689,1960,Central African Republic,Mali,3,4,Friendly,Antananarivo,Madagascar,True,Mali,visitante,7
4690,1960,Gabon,Burkina Faso,4,5,Friendly,Antananarivo,Madagascar,True,Burkina Faso,visitante,9
4691,1960,Ivory Coast,Benin,3,2,Friendly,Antananarivo,Madagascar,True,Ivory Coast,casa,5
4692,1960,Cameroon,Mali,3,2,Friendly,Antananarivo,Madagascar,True,Cameroon,casa,5
4693,1960,Congo,Ivory Coast,3,2,Friendly,Antananarivo,Madagascar,True,Congo,casa,5
4694,1960,Madagascar,Burkina Faso,6,1,Friendly,Antananarivo,Madagascar,False,Madagascar,casa,7
4695,1960,Congo,Cameroon,4,5,Friendly,Antananarivo,Madagascar,True,Cameroon,visitante,9
4696,1960,Indonesia,Malaysia,5,0,Friendly,Surakarta,Indonesia,False,Indonesia,casa,5
4697,1960,Belgium,Netherlands,2,1,Friendly,Antwerp,Belgium,False,Belgium,casa,3
4700,1960,Germany,Portugal,2,1,Friendly,Ludwigshafen,Germany,False,Germany,casa,3
4701,1960,Egypt,Brazil,0,5,Friendly,Cairo,United Arab Republic,True,Brazil,visitante,5
4702,1960,Czechoslovakia,Austria,4,0,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,casa,4
4703,1960,Egypt,Brazil,1,3,Friendly,Alexandria,United Arab Republic,True,Brazil,visitante,4
4704,1960,Togo,Ghana,2,3,Friendly,Lomé,Togo,False,Ghana,visitante,5
4705,1960,Scotland,Poland,2,3,Friendly,Glasgow,Scotland,False,Poland,visitante,5
4706,1960,Singapore,India,3,0,Friendly,Kallang,Singapore,False,Singapore,casa,3
4707,1960,Egypt,Brazil,0,3,Friendly,Cairo,United Arab Republic,True,Brazil,visitante,3
4709,1960,Portugal,Yugoslavia,2,1,UEFA Euro qualification,Oeiras,Portugal,False,Portugal,casa,3
4710,1960,Denmark,Brazil,3,4,Friendly,Esbjerg,Denmark,False,Brazil,visitante,7
4712,1960,Germany,Republic of Ireland,0,1,Friendly,Düsseldorf,Germany,False,Republic of Ireland,visitante,1
4713,1960,Spain,England,3,0,Friendly,Madrid,Spain,False,Spain,casa,3
4714,1960,Sweden,Republic of Ireland,4,1,Friendly,Malmö,Sweden,False,Sweden,casa,5
4715,1960,Switzerland,Netherlands,3,1,Friendly,Zürich,Switzerland,False,Switzerland,casa,4
4716,1960,Russia,Poland,7,1,Friendly,Moscow,Soviet Union,False,Russia,casa,8
4717,1960,Bulgaria,Belgium,4,1,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,5
4718,1960,Hungary,England,2,0,Friendly,Budapest,Hungary,False,Hungary,casa,2
4719,1960,Romania,Czechoslovakia,0,2,UEFA Euro qualification,Bucharest,Romania,False,Czechoslovakia,visitante,2
4720,1960,Yugoslavia,Portugal,5,1,UEFA Euro qualification,Belgrade,Yugoslavia,False,Yugoslavia,casa,6
4721,1960,Argentina,Brazil,4,2,Copa Roca,Buenos Aires,Argentina,False,Argentina,casa,6
4722,1960,Denmark,Norway,3,0,Nordic Championship,Copenhagen,Denmark,False,Denmark,casa,3
4723,1960,Argentina,Brazil,1,4,Copa Roca,Buenos Aires,Argentina,False,Brazil,visitante,5
4724,1960,Austria,Scotland,4,1,Friendly,Vienna,Austria,False,Austria,casa,5
4725,1960,Czechoslovakia,Romania,3,0,UEFA Euro qualification,Bratislava,Czechoslovakia,False,Czechoslovakia,casa,3
4726,1960,Chile,Uruguay,2,3,Friendly,Santiago,Chile,False,Uruguay,visitante,5
4727,1960,Mali,Nigeria,3,2,Friendly,Bamako,Mali Federation,False,Mali,casa,5
4729,1960,Tunisia,Iraq,2,1,Friendly,Tunis,Tunisia,False,Tunisia,casa,3
4731,1960,Turkey,Scotland,4,2,Friendly,Ankara,Turkey,False,Turkey,casa,6
4732,1960,Norway,Iceland,4,0,Friendly,Oslo,Norway,False,Norway,casa,4
4733,1960,Martinique,Guadeloupe,1,0,Friendly,Fort-de-France,Martinique,False,Martinique,casa,1
4734,1960,Finland,Sweden,0,3,Nordic Championship,Helsinki,Finland,False,Sweden,visitante,3
4735,1960,Norway,Austria,1,2,Friendly,Oslo,Norway,False,Austria,visitante,3
4736,1960,Mexico,Netherlands,3,1,Friendly,Mexico City,Mexico,False,Mexico,casa,4
4737,1960,Poland,Bulgaria,4,0,Friendly,Chorzów,Poland,False,Poland,casa,4
4738,1960,Brazil,Chile,4,0,Friendly,Rio de Janeiro,Brazil,False,Brazil,casa,4
4740,1960,Denmark,Greece,7,2,Friendly,Copenhagen,Denmark,False,Denmark,casa,9
4742,1960,Paraguay,Brazil,1,2,Atlantic Cup,Asunción,Paraguay,False,Brazil,visitante,3
4743,1960,Suriname,Netherlands,3,4,Friendly,Paramaribo,Suriname,False,Netherlands,visitante,7
4744,1960,Czechoslovakia,Russia,0,3,UEFA Euro,Marseille,France,True,Russia,visitante,3
4745,1960,France,Yugoslavia,4,5,UEFA Euro,Paris,France,False,Yugoslavia,visitante,9
4746,1960,Argentina,Paraguay,1,0,Atlantic Cup,Buenos Aires,Argentina,False,Argentina,casa,1
4747,1960,France,Czechoslovakia,0,2,UEFA Euro,Marseille,France,False,Czechoslovakia,visitante,2
4748,1960,Uruguay,Brazil,1,0,Atlantic Cup,Montevideo,Uruguay,False,Uruguay,casa,1
4749,1960,Bulgaria,German DR,2,0,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,2
4750,1960,Mali,Sierra Leone,1,0,Friendly,Bamako,Mali,False,Mali,casa,1
4751,1960,Peru,Spain,1,3,Friendly,Lima,Peru,False,Spain,visitante,4
4752,1960,Russia,Yugoslavia,2,1,UEFA Euro,Paris,France,True,Russia,casa,3
4753,1960,Brazil,Argentina,5,1,Atlantic Cup,Rio de Janeiro,Brazil,False,Brazil,casa,6
4754,1960,Uruguay,Paraguay,2,1,Atlantic Cup,Montevideo,Uruguay,False,Uruguay,casa,3
4755,1960,Chile,Spain,0,4,Friendly,Santiago,Chile,False,Spain,visitante,4
4756,1960,Chile,Spain,1,4,Friendly,Santiago,Chile,False,Spain,visitante,5
4757,1960,Argentina,Spain,2,0,Friendly,Buenos Aires,Argentina,False,Argentina,casa,2
4758,1960,Iceland,Germany,0,5,Friendly,Reykjavík,Iceland,False,Germany,visitante,5
4759,1960,Malaysia,Japan,3,0,Merdeka Tournament,Kuala Lumpur,Malaya,False,Malaysia,casa,3
4760,1960,Pakistan,Thailand,7,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,Pakistan,casa,7
4761,1960,South Korea,Indonesia,2,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,South Korea,casa,2
4762,1960,Yugoslavia,Tunisia,7,0,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,casa,7
4763,1960,Malaysia,Thailand,8,2,Merdeka Tournament,Kuala Lumpur,Malaya,False,Malaysia,casa,10
4764,1960,Vietnam Republic,Singapore,2,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,Vietnam Republic,casa,3
4765,1960,Indonesia,Singapore,8,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,Indonesia,casa,11
4766,1960,Denmark,Finland,2,1,Nordic Championship,Copenhagen,Denmark,False,Denmark,casa,3
4768,1960,Pakistan,Japan,3,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,Pakistan,casa,4
4770,1960,Japan,Thailand,3,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,Japan,casa,4
4771,1960,Malaysia,Pakistan,1,0,Merdeka Tournament,Kuala Lumpur,Malaya,False,Malaysia,casa,1
4772,1960,Indonesia,Vietnam Republic,5,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,Indonesia,casa,8
4773,1960,Indonesia,Pakistan,4,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,Indonesia,casa,4
4775,1960,Argentina,Uruguay,4,0,Atlantic Cup,Buenos Aires,Argentina,False,Argentina,casa,4
4776,1960,German DR,Russia,0,1,Friendly,Leipzig,German DR,False,Russia,visitante,1
4779,1960,Singapore,Pakistan,4,1,Friendly,Kallang,Singapore,False,Singapore,casa,5
4780,1960,Costa Rica,Guatemala,3,2,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,casa,5
4782,1960,Indonesia,Pakistan,5,2,Friendly,Jakarta,Indonesia,False,Indonesia,casa,7
4783,1960,Ghana,Nigeria,4,1,FIFA World Cup qualification,Accra,Ghana,False,Ghana,casa,5
4785,1960,Norway,Finland,6,3,Nordic Championship,Oslo,Norway,False,Norway,casa,9
4786,1960,Austria,Russia,3,1,Friendly,Vienna,Austria,False,Austria,casa,4
4787,1960,Honduras,Costa Rica,2,1,FIFA World Cup qualification,Tegucigalpa,Honduras,False,Honduras,casa,3
4788,1960,Tahiti,New Zealand,1,5,Friendly,Pirae,French Polynesia,False,New Zealand,visitante,6
4790,1960,Costa Rica,Honduras,5,0,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,casa,5
4791,1960,Tahiti,New Zealand,1,2,Friendly,Pirae,French Polynesia,False,New Zealand,visitante,3
4792,1960,Norway,Sweden,3,1,Nordic Championship,Oslo,Norway,False,Norway,casa,4
4795,1960,Trinidad and Tobago,Martinique,3,1,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,4
4797,1960,Finland,France,1,2,FIFA World Cup qualification,Helsinki,Finland,False,France,visitante,3
4799,1960,Republic of Ireland,Wales,2,3,Friendly,Dublin,Republic of Ireland,False,Wales,visitante,5
4801,1960,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,Netherlands,visitante,5
4802,1960,Ghana,Mali,5,1,Friendly,Ibadan,Nigeria,True,Ghana,casa,6
4803,1960,Nigeria,Guinea-Bissau,4,1,Friendly,Lagos,Nigeria,False,Nigeria,casa,5
4804,1960,Suriname,Curaçao,1,2,FIFA World Cup qualification,Paramaribo,Suriname,False,Curaçao,visitante,3
4805,1960,North Vietnam,Mongolia,3,1,Friendly,Hanoi,Vietnam DR,False,North Vietnam,casa,4
4806,1960,China PR,North Korea,1,0,Friendly,Hanoi,Vietnam DR,True,China PR,casa,1
