,ano,casa,visitante,gols_casa,gols_visitante,torneio,cidade,pais,neutro,vencedor,vencedor_m,total_gols
37510,2015,Morocco,Libya,3,0,African Nations Championship,Casablanca,Morocco,False,Morocco,casa,3
37511,2015,Namibia,Zambia,2,1,African Nations Championship,Windhoek,Namibia,False,Namibia,casa,3
37513,2015,Zimbabwe,Comoros,2,0,African Nations Championship,Harare,Zimbabwe,False,Zimbabwe,casa,2
37515,2015,County of Nice,Padania,1,4,CONIFA European Football Cup,Debrecen,Hungary,True,Padania,visitante,5
37516,2015,Guinea,Liberia,3,1,African Nations Championship,Bamako,Mali,True,Guinea,casa,4
37517,2015,Chile,Uruguay,1,0,Copa América,Santiago,Chile,False,Chile,casa,1
37518,2015,Bolivia,Peru,1,3,Copa América,Temuco,Chile,True,Peru,visitante,4
37523,2015,Saare County,Åland Islands,1,2,Island Games,Grouville,Jersey,True,Åland Islands,visitante,3
37524,2015,Gibraltar,Gotland,2,1,Island Games,St. Peter,Jersey,True,Gibraltar,casa,3
37525,2015,Ynys Môn,Guernsey,2,5,Island Games,St. Peter,Jersey,True,Guernsey,visitante,7
37526,2015,Falkland Islands,Hitra,2,1,Island Games,St. John,Jersey,True,Falkland Islands,casa,3
